UDI,Product ID,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Machine failure,TWF,HDF,PWF,OSF,RNF,Type_enc,ambient_temp_C,factory_load_pct
1264,L48443,L,297.8,309.2,1400,56.9,34,0,0,0,0,0,0,1,23.39663203460317,94.71140213701234
1265,M16124,M,297.8,309.3,2243,15.7,36,0,0,0,0,0,0,2,28.84680412018039,53.50983057038568
1266,L48445,L,297.9,309.4,1558,35.7,39,0,0,0,0,0,0,1,20.9314275154751,99.01610363639129
1267,L48446,L,298.0,309.6,1633,34.8,41,0,0,0,0,0,0,1,27.4438696932565,80.81458951272305
1268,M16127,M,298.1,309.6,1549,38.7,43,0,0,0,0,0,0,2,23.480461792676053,59.17321269844243
1269,L48448,L,298.0,309.5,1496,45.8,46,0,0,0,0,0,0,1,24.322350287051165,83.95345494884842
1270,L48449,L,298.1,309.5,1467,41.8,48,0,0,0,0,0,0,1,34.18046587605219,88.16906298917813
1271,M16130,M,298.0,309.4,1276,65.9,50,0,0,0,0,0,0,2,33.45655060297135,71.46713916853872
1272,H30685,H,298.0,309.4,1490,40.5,53,0,0,0,0,0,0,0,31.045690604535885,93.08163031227737
1273,H30686,H,298.0,309.4,1562,38.1,58,0,0,0,0,0,0,0,22.538436176637106,57.53662036482351
1274,L48453,L,298.1,309.4,1397,48.2,63,0,0,0,0,0,0,1,26.41795775152599,63.94187917888042
1275,H30688,H,298.1,309.5,1530,40.2,65,0,0,0,0,0,0,0,34.06548849989592,54.67461807919949
1276,M16135,M,298.1,309.4,1362,47.6,70,0,0,0,0,0,0,2,28.708584568199523,60.54389203036761
1277,M16136,M,298.2,309.4,1693,34.4,73,0,0,0,0,0,0,2,39.59664769990847,61.93644059555725
1278,M16137,M,298.2,309.4,1408,46.5,76,0,0,0,0,0,0,2,29.96658919697186,95.8816595460855
1279,L48458,L,298.2,309.4,1398,52.9,79,0,0,0,0,0,0,1,28.960245582450156,53.90548443755781
1280,M16139,M,298.3,309.6,1531,40.1,81,0,0,0,0,0,0,2,26.454417678987493,71.37075600938547
1281,H30694,H,298.3,309.5,1521,37.1,84,0,0,0,0,0,0,0,28.66770452391141,76.61993436134566
1282,H30695,H,298.3,309.5,1427,54.3,89,0,0,0,0,0,0,0,27.23765081809728,94.93465269010804
1283,L48462,L,298.3,309.4,1546,36.1,94,0,0,0,0,0,0,1,31.54054338344295,99.88481093306068
1284,L48463,L,298.3,309.4,1356,45.4,96,0,0,0,0,0,0,1,32.783511583972924,87.66940574599178
1285,L48464,L,298.4,309.5,2153,15.3,98,1,0,0,1,0,0,1,24.070052697460252,98.53954952845147
1286,M16145,M,298.5,309.6,1492,41.7,100,0,0,0,0,0,0,2,21.34383523221111,89.3550566267937
1287,L48466,L,298.5,309.6,1582,40.3,103,0,0,0,0,0,0,1,18.818973134483517,98.16013204857083
1288,L48467,L,298.5,309.6,1419,41.5,105,0,0,0,0,0,0,1,30.539956634562717,85.36353629722277
1289,M16148,M,298.5,309.6,1441,48.2,107,0,0,0,0,0,0,2,22.483166969130632,53.98817127255355
1290,M16149,M,298.6,309.7,1635,32.2,110,0,0,0,0,0,0,2,17.235547035237587,70.09600934963382
1291,L48470,L,298.6,309.7,1429,45.8,113,0,0,0,0,0,0,1,29.942893022654822,82.32986419012352
1292,M16151,M,298.6,309.7,1675,28.4,115,0,0,0,0,0,0,2,40.46499758716395,67.53592547271255
1293,M16152,M,298.7,309.7,1868,23.8,118,0,0,0,0,0,0,2,27.969645442300532,63.66919590568893
1294,H30707,H,298.7,309.8,1582,33.4,121,0,0,0,0,0,0,0,32.19245387225821,78.86996335665455
1295,L48474,L,298.8,309.9,1486,40.3,126,0,0,0,0,0,0,1,28.409146792737825,96.67509383512174
1296,L48475,L,298.7,309.8,1402,54.3,128,0,0,0,0,0,0,1,27.505551734044285,51.74909367580768
1297,L48476,L,298.7,309.9,1621,34.1,130,0,0,0,0,0,0,1,32.59538241493884,88.46156017707189
1298,L48477,L,298.8,309.9,1428,42.4,132,0,0,0,0,0,0,1,26.548627279056742,86.13636390223135
1299,M16158,M,298.7,309.8,1343,53.6,134,0,0,0,0,0,0,2,29.336961570359513,98.19767126941436
1300,M16159,M,298.7,309.9,1458,40.2,137,0,0,0,0,0,0,2,29.608489030980067,96.53556111662718
1301,L48480,L,298.7,309.8,1322,57.0,140,0,0,0,0,0,0,1,24.659547731784755,88.11162810220964
1302,L48481,L,298.7,309.9,1483,32.8,142,0,0,0,0,0,0,1,32.960211747682614,76.02043823412993
1303,L48482,L,298.6,309.8,1505,45.7,144,0,0,0,0,0,1,1,27.125201216522957,60.21337766167599
1304,L48483,L,298.7,309.9,1593,42.5,146,0,0,0,0,0,0,1,24.221274202535778,77.26178591627871
1305,L48484,L,298.8,310.0,2098,19.6,148,0,0,0,0,0,0,1,30.682549217852017,88.26759969598268
1306,L48485,L,298.8,310.0,1672,30.4,150,0,0,0,0,0,0,1,23.507660091044812,94.78346063189466
1307,L48486,L,298.8,310.0,1487,41.4,152,0,0,0,0,0,0,1,28.140905786845643,89.48560046052745
1308,L48487,L,298.8,310.0,1423,42.1,154,0,0,0,0,0,0,1,27.95440501677898,59.7633467595527
1309,L48488,L,298.9,310.1,1750,25.0,156,0,0,0,0,0,0,1,33.42947782915789,79.98431571140297
1310,L48489,L,298.9,310.2,1654,31.1,158,0,0,0,0,0,0,1,30.373491164399763,66.60867297656785
1311,L48490,L,298.9,310.2,1498,50.2,160,0,0,0,0,0,0,1,27.87486520627428,50.46028336953215
1312,L48491,L,298.9,310.1,1587,30.2,162,0,0,0,0,0,0,1,32.08883149600143,60.0110467894333
1313,L48492,L,298.9,310.1,1473,42.6,164,0,0,0,0,0,0,1,34.951037745086566,55.66103249667246
1314,L48493,L,298.9,310.2,1359,56.9,166,0,0,0,0,0,0,1,30.789051531759313,92.13595617697342
1315,M16174,M,299.0,310.3,1635,34.5,168,0,0,0,0,0,0,2,28.051763099216902,62.925312607390595
1316,L48495,L,299.0,310.3,1520,45.0,171,0,0,0,0,0,0,1,21.4408188382492,64.23489844437778
1317,L48496,L,299.0,310.3,1507,36.7,173,0,0,0,0,0,0,1,22.674431684623137,97.99682858994422
1318,L48497,L,299.0,310.3,1428,46.3,175,0,0,0,0,0,0,1,26.47387647822666,68.95433615244261
1319,M16178,M,299.0,310.3,1582,33.3,177,0,0,0,0,0,0,2,24.952438989203586,50.47928200721973
1320,L48499,L,299.0,310.3,1929,24.4,180,0,0,0,0,0,0,1,27.06514348507277,64.19230741730682
1321,M16180,M,299.0,310.3,1540,38.1,182,0,0,0,0,0,0,2,28.283249624485535,55.964979030090625
1322,L48501,L,298.9,310.2,1362,53.0,185,0,0,0,0,0,0,1,30.648463771783653,55.140428086792696
1323,H30736,H,298.9,310.1,1452,49.9,187,0,0,0,0,0,0,0,27.647506109704544,53.87436450678747
1324,L48503,L,298.9,310.1,1361,51.7,192,0,0,0,0,0,0,1,30.43250821913101,79.66297350876886
1325,M16184,M,298.8,310.1,1243,74.5,194,1,0,0,1,1,0,2,28.3223720740506,59.467386181492934
1326,H30739,H,298.8,310.1,1567,36.8,197,0,0,0,0,0,0,0,18.12266716823064,68.06213970205053
1327,L48506,L,298.9,310.2,1411,46.5,202,0,0,0,0,0,0,1,23.303323030906228,93.10088580650084
1328,L48507,L,298.8,310.2,1814,26.8,204,0,0,0,0,0,0,1,27.279562221391924,71.21690698981378
1329,M16188,M,298.8,310.1,1719,28.8,206,0,0,0,0,0,0,2,21.95152628579446,95.78456750258188
1330,H30743,H,298.8,310.2,1663,30.4,209,0,0,0,0,0,0,0,30.999643649981024,74.89690266978032
1331,L48510,L,298.9,310.2,1696,30.2,214,0,0,0,0,0,0,1,35.65375416171849,69.94183074198779
1332,H30745,H,298.9,310.2,1771,26.8,216,0,0,0,0,0,0,0,34.09380925848659,87.51944635453508
1333,L48512,L,299.0,310.3,1868,24.0,221,0,0,0,0,0,0,1,26.93278564534896,53.65875493840011
1334,M16193,M,299.0,310.3,1558,35.4,223,0,0,0,0,0,0,2,35.45363068424976,54.47391914912087
1335,L48514,L,299.0,310.4,1365,49.1,226,1,0,0,0,1,0,1,28.743337286010558,82.59868569614804
1336,L48515,L,299.0,310.4,1371,53.8,228,1,0,0,0,1,0,1,26.314570144409803,74.34703566196241
1337,L48516,L,298.9,310.3,1583,32.6,230,0,0,0,0,0,0,1,24.9329866822953,89.52076251596051
1338,H30751,H,298.7,310.2,1613,36.0,0,0,0,0,0,0,0,0,26.487651567559357,95.81354186717658
1339,L48518,L,298.6,310.1,1721,27.2,5,0,0,0,0,0,0,1,26.059115907293858,69.41834388357738
1340,M16199,M,298.6,310.2,1668,31.5,7,0,0,0,0,0,0,2,28.85208111187744,79.82050132923231
1341,L48520,L,298.6,310.2,1569,36.3,10,0,0,0,0,0,0,1,28.802869905249324,75.03483138976549
1342,M16201,M,298.6,310.2,1328,50.5,12,0,0,0,0,0,0,2,28.015230100767074,99.08053278212165
1343,M16202,M,298.6,310.1,1596,33.0,15,0,0,0,0,0,0,2,30.184690848731748,91.55422036782976
1344,L48523,L,298.5,310.2,1676,32.7,18,0,0,0,0,0,0,1,33.95323137393171,95.58688541386768
1345,L48524,L,298.5,310.1,1809,28.9,20,0,0,0,0,0,0,1,32.74777067720662,62.717004378880205
1346,L48525,L,298.5,310.0,1804,26.1,22,0,0,0,0,0,0,1,20.575510157750482,88.62632115812971
1347,L48526,L,298.6,310.1,1533,33.9,24,0,0,0,0,0,0,1,15.230394325490225,63.273661249882444
1348,L48527,L,298.7,310.2,1717,27.3,26,0,0,0,0,0,0,1,32.67159955619637,60.43712667141949
1349,L48528,L,298.7,310.2,1363,45.5,28,0,0,0,0,0,0,1,21.165606507922895,97.21330798277754
1350,L48529,L,298.7,310.2,1402,45.9,30,0,0,0,0,0,0,1,26.87617299053658,50.965220835893334
1351,L48530,L,298.7,310.2,1436,47.5,32,0,0,0,0,0,0,1,22.149434869703203,98.26943518317148
1352,L48531,L,298.7,310.2,1525,43.7,34,0,0,0,0,0,0,1,18.9900978120999,57.46309484944031
1353,M16212,M,298.7,310.2,1598,33.3,36,0,0,0,0,0,0,2,30.70731364102394,90.97190408966341
1354,M16213,M,298.6,310.1,1444,48.1,39,0,0,0,0,0,0,2,31.795775801513233,63.79612765340515
1355,L48534,L,298.6,310.0,1334,48.0,42,0,0,0,0,0,0,1,25.1174479963664,67.53511637153636
1356,M16215,M,298.6,310.0,1681,35.5,44,0,0,0,0,0,0,2,15.044788539275451,60.837885566099246
1357,L48536,L,298.6,309.9,1593,37.4,47,0,0,0,0,0,0,1,25.268777758737585,79.27570212405398
1358,L48537,L,298.6,309.9,1461,45.7,49,0,0,0,0,0,0,1,29.959020027012734,67.4047773753937
1359,M16218,M,298.7,310.1,1693,31.9,51,0,0,0,0,0,0,2,20.605442156129357,82.86965197473316
1360,L48539,L,298.7,310.2,1404,50.3,54,0,0,0,0,0,0,1,28.91679959889578,50.7823658971033
1361,H30774,H,298.8,310.2,1707,27.6,56,0,0,0,0,0,0,0,27.923450754135022,53.21874417575198
1362,M16221,M,298.6,310.1,1458,41.9,61,0,0,0,0,0,0,2,30.896457498005443,54.983057636562435
1363,L48542,L,298.6,310.0,1517,41.2,64,0,0,0,0,0,0,1,28.597901842070765,70.94968426551155
1364,L48543,L,298.7,310.1,1433,54.6,66,0,0,0,0,0,0,1,23.13465529559222,90.7398086329988
1365,L48544,L,298.7,310.2,1566,33.1,68,0,0,0,0,0,0,1,33.982857508322454,94.40889551891914
1366,L48545,L,298.7,310.1,1676,33.5,70,0,0,0,0,0,0,1,27.20735213486515,62.240537003045034
1367,M16226,M,298.7,310.1,1368,56.8,72,0,0,0,0,0,0,2,27.86347730245034,78.7184862119507
1368,M16227,M,298.8,310.2,1581,37.5,75,0,0,0,0,0,0,2,23.333660204634022,88.41824963463003
1369,H30782,H,298.8,310.3,1708,27.1,78,0,0,0,0,0,0,0,25.783588744042447,64.44147149598044
1370,M16229,M,298.7,310.3,1481,41.5,83,0,0,0,0,0,0,2,23.575986429865495,70.45038683681366
1371,L48550,L,298.7,310.3,1451,40.0,86,0,0,0,0,0,0,1,27.135269700382885,76.1987101342857
1372,M16231,M,298.7,310.3,1495,38.7,88,0,0,0,0,0,0,2,36.558542400711715,56.74374232040238
1373,M16232,M,298.8,310.3,1573,41.8,91,0,0,0,0,0,0,2,21.140494285343216,51.299114686289016
1374,M16233,M,298.8,310.3,1366,59.0,94,0,0,0,0,0,0,2,19.932193010616295,57.64029046591416
1375,L48554,L,298.8,310.3,1553,36.8,97,0,0,0,0,0,0,1,35.35585163746804,81.34268106267666
1376,M16235,M,298.8,310.3,1528,37.1,99,0,0,0,0,0,0,2,26.95338161424067,53.680913076684085
1377,M16236,M,298.8,310.2,1527,31.2,102,0,0,0,0,0,0,2,24.654636306700418,59.484818242506414
1378,L48557,L,298.8,310.2,1461,46.7,105,0,0,0,0,0,0,1,33.199523436980385,66.89269428476518
1379,H30792,H,298.8,310.2,1455,44.9,107,0,0,0,0,0,0,0,24.97192230131568,53.89350321531832
1380,L48559,L,298.7,310.1,1620,34.8,112,0,0,0,0,0,0,1,37.13004856773468,59.584963558081725
1381,L48560,L,298.7,310.1,1786,27.7,114,0,0,0,0,0,0,1,31.389629356696346,95.56348944917556
1382,M16241,M,298.8,310.2,1583,35.7,116,0,0,0,0,0,0,2,25.560442959271487,50.96495661134924
1383,L48562,L,298.8,310.1,1653,30.3,119,0,0,0,0,0,0,1,38.786541066327516,82.67159620871811
1384,M16243,M,298.9,310.2,1331,49.0,121,0,0,0,0,0,0,2,24.97142538498331,69.22044654575924
1385,L48564,L,298.9,310.3,1484,43.8,124,0,0,0,0,0,0,1,31.710476860046533,83.63243697161856
1386,M16245,M,298.9,310.2,1603,36.1,126,0,0,0,0,0,0,2,29.49646290203246,79.43458601817022
1387,L48566,L,298.9,310.2,1445,40.0,129,0,0,0,0,0,0,1,34.50870644699399,61.17493771773221
1388,L48567,L,298.9,310.1,1823,26.1,131,0,0,0,0,0,0,1,35.807555983634266,92.36047437866944
1389,H30802,H,298.9,310.1,1491,45.3,133,0,0,0,0,0,0,0,28.160020745328833,74.59701913046783
1390,L48569,L,298.9,310.2,1533,42.8,138,0,0,0,0,0,0,1,24.232910648269083,91.12680094567358
1391,L48570,L,298.9,310.2,1409,54.8,140,0,0,0,0,0,0,1,30.299860714695583,70.30062680941096
1392,L48571,L,298.9,310.2,2737,8.8,142,1,0,0,1,0,0,1,24.61142315123947,99.23427769576196
1393,M16252,M,299.0,310.3,1494,46.6,144,0,0,0,0,0,0,2,38.066936237633115,88.52446792506481
1394,L48573,L,299.1,310.4,1594,33.3,147,0,0,0,0,0,0,1,28.682676655413687,98.29751025562868
1395,L48574,L,299.1,310.4,1527,44.0,149,0,0,0,0,0,0,1,26.173392243439455,75.71632394549295
1396,L48575,L,299.1,310.4,1452,39.7,151,0,0,0,0,0,0,1,28.923401529324543,73.68455661453503
1397,L48576,L,299.0,310.3,1483,39.2,153,0,0,0,0,0,0,1,21.264368552351517,87.7726904662629
1398,L48577,L,299.1,310.2,1569,38.2,155,0,0,0,0,0,0,1,23.141929807446743,94.0145631506715
1399,L48578,L,299.1,310.3,1472,46.6,157,0,0,0,0,0,0,1,34.00206953972213,98.20728979327791
1400,L48579,L,299.0,310.2,1533,43.5,159,0,0,0,0,0,0,1,24.71552860514302,66.22759530162499
1401,H30814,H,298.9,310.1,1366,62.7,161,0,0,0,0,0,0,0,22.7654450865903,89.93522869213194
1402,H30815,H,298.9,310.2,1532,37.7,166,0,0,0,0,0,0,0,30.68326376263643,60.53227988177684
1403,M16262,M,298.9,310.1,1313,56.8,171,0,0,0,0,0,0,2,33.928520773314986,77.27871733727227
1404,L48583,L,299.0,310.2,1372,48.0,174,0,0,0,0,0,0,1,31.594766553325336,58.992407420459955
1405,M16264,M,298.9,310.1,1555,40.6,176,0,0,0,0,0,0,2,32.98023842902908,67.36986808751695
1406,L48585,L,298.9,310.1,1394,42.7,179,0,0,0,0,0,0,1,24.216024557152696,96.56791836032296
1407,L48586,L,298.9,310.1,1442,48.0,181,0,0,0,0,0,0,1,20.89094666629078,57.304534988654304
1408,L48587,L,298.9,310.0,1564,33.8,183,0,0,0,0,0,0,1,35.506668259777435,81.62004475675982
1409,L48588,L,298.9,310.0,1452,48.9,185,0,0,0,0,0,0,1,26.38660080578932,79.64771364637016
1410,L48589,L,298.9,310.1,1466,42.5,187,0,0,0,0,0,0,1,26.745834917724764,56.03691763544933
1411,M16270,M,298.9,310.1,1469,53.2,189,0,0,0,0,0,0,2,34.64097070924529,66.29895218844061
1412,L48591,L,298.9,310.1,1944,23.4,192,0,0,0,0,0,0,1,30.7811500470033,78.14907522576328
1413,M16272,M,298.8,309.9,1415,53.2,194,0,0,0,0,0,0,2,30.27943886040804,59.35893044942451
1414,M16273,M,298.7,309.8,1528,36.7,197,0,0,0,0,0,0,2,38.825011724505416,90.03118282064077
1415,M16274,M,298.7,309.8,1570,42.1,200,0,0,0,0,0,0,2,24.782408848099287,98.6078254767375
1416,L48595,L,298.7,309.9,1617,33.0,203,0,0,0,0,0,0,1,32.63920064040619,60.7379699981236
1417,M16276,M,298.7,309.9,2083,18.2,205,0,0,0,0,0,0,2,28.285065624485423,59.3455982395288
1418,L48597,L,298.7,309.9,1541,38.5,208,0,0,0,0,0,0,1,29.342961394316283,72.74675358987223
1419,L48598,L,298.8,309.9,1320,47.4,210,0,0,0,0,0,0,1,35.64234213206266,87.38826385700162
1420,L48599,L,298.7,309.8,1354,53.3,212,1,0,0,0,1,0,1,30.53917878144812,64.08003051176257
1421,M16280,M,298.8,309.9,1495,35.2,214,0,0,0,0,0,0,2,30.691480395248163,50.99399543486402
1422,L48601,L,298.7,309.8,1589,31.8,217,0,0,0,0,0,0,1,33.362536686549014,77.0610314016447
1423,L48602,L,298.7,309.8,1530,35.5,0,0,0,0,0,0,0,1,26.175236352285573,97.83002838836538
1424,L48603,L,298.7,309.8,1539,33.4,2,0,0,0,0,0,0,1,23.803951663304968,69.56384277034728
1425,L48604,L,298.7,309.7,1462,46.8,4,0,0,0,0,0,0,1,22.775954029894834,71.00672770915503
1426,L48605,L,298.6,309.7,1356,54.0,6,0,0,0,0,0,0,1,18.16821705311999,98.4450858557019
1427,M16286,M,298.7,309.7,1622,34.6,8,0,0,0,0,0,0,2,38.28103564970161,84.73038058133642
1428,L48607,L,298.7,309.8,1394,40.3,11,0,0,0,0,0,0,1,22.483958171391585,85.95859614210626
1429,L48608,L,298.8,309.9,1568,33.7,13,0,0,0,0,0,0,1,26.89373188207114,78.13510026855337
1430,M16289,M,298.9,310.0,1456,43.8,15,0,0,0,0,0,0,2,26.615933500555396,98.73046054316208
1431,L48610,L,298.9,310.0,1378,49.3,18,0,0,0,0,0,0,1,29.537033489045506,84.4433242212778
1432,M16291,M,298.9,309.9,1404,41.4,20,0,0,0,0,0,0,2,32.078686062696484,94.75163758025847
1433,L48612,L,298.8,309.8,1437,42.8,23,0,0,0,0,0,0,1,32.30236744179873,84.96894328666106
1434,L48613,L,298.8,309.8,1363,44.0,25,0,0,0,0,0,0,1,25.08461280715531,86.7557912420198
1435,M16294,M,298.8,309.8,1377,49.6,27,0,0,0,0,0,0,2,27.164391431067944,64.52054610711232
1436,H30849,H,298.8,309.9,1526,42.1,30,0,0,0,0,0,0,0,29.412899752441497,65.17393490069095
1437,H30850,H,298.8,309.8,1510,44.2,35,0,0,0,0,0,0,0,26.756544369082263,89.14923247880145
1438,H30851,H,298.8,309.9,1439,45.2,40,1,0,0,0,0,0,0,36.03672788009996,64.83531445849498
1439,L48618,L,298.8,309.9,1482,39.1,45,0,0,0,0,0,0,1,30.454874758191256,78.13850354007658
1440,M16299,M,298.8,309.8,1534,37.0,47,0,0,0,0,0,0,2,31.674388930249087,62.4676155453351
1441,M16300,M,298.8,309.9,1741,27.7,50,0,0,0,0,0,0,2,31.314406343337062,90.84916904045346
1442,L48621,L,298.8,309.9,1550,38.8,53,0,0,0,0,0,0,1,33.86736928742663,55.5250675613845
1443,M16302,M,298.8,310.0,1486,38.5,55,0,0,0,0,0,0,2,28.905107793518535,91.47233198808323
1444,L48623,L,298.9,310.1,1602,38.2,58,0,0,0,0,0,0,1,21.515840260220767,80.13649002538008
1445,L48624,L,299.0,310.2,1477,37.9,60,0,0,0,0,0,0,1,29.998439758763208,59.34547674135386
1446,L48625,L,299.0,310.1,1618,29.2,62,0,0,0,0,0,0,1,24.743215531040853,77.10176927530591
1447,M16306,M,299.0,310.2,1628,35.8,64,0,0,0,0,0,0,2,25.356916591251217,64.12494184236702
1448,M16307,M,299.0,310.3,1662,33.6,67,0,0,0,0,0,0,2,30.931820093775467,66.17336673652483
1449,M16308,M,299.0,310.3,1657,31.0,70,0,0,0,0,0,0,2,34.19141535716818,67.57640207984402
1450,H30863,H,299.0,310.4,1677,30.8,73,0,0,0,0,0,0,0,28.106357883680307,53.16596234861605
1451,M16310,M,299.0,310.3,1447,39.9,78,0,0,0,0,0,0,2,29.544165062994818,99.29808422007088
1452,L48631,L,298.9,310.4,1831,25.4,81,0,0,0,0,0,0,1,36.51107472317619,51.57673140656121
1453,L48632,L,299.0,310.3,1584,34.4,83,0,0,0,0,0,0,1,29.203765897442842,83.12484365921392
1454,L48633,L,299.1,310.4,1450,40.9,85,0,0,0,0,0,0,1,41.008415570901974,68.56138238787153
1455,L48634,L,299.1,310.4,1428,46.9,87,0,0,0,0,0,0,1,30.82754822815772,82.30051454733496
1456,L48635,L,299.0,310.4,1382,53.0,89,0,0,0,0,0,0,1,19.19618620422091,67.81241265437919
1457,L48636,L,299.0,310.3,1501,43.0,91,0,0,0,0,0,0,1,31.766708105522664,83.68753231294293
1458,L48637,L,299.0,310.3,1475,42.4,93,0,0,0,0,0,0,1,29.90579192441389,86.46177547341804
1459,L48638,L,298.9,310.3,1364,54.0,95,0,0,0,0,0,0,1,34.44876377041373,84.52763201998224
1460,L48639,L,299.0,310.3,1472,36.1,97,0,0,0,0,0,0,1,31.36590675634979,55.69809906790761
1461,L48640,L,299.0,310.3,1437,47.8,99,0,0,0,0,0,0,1,27.307720080081133,82.84466173273424
1462,L48641,L,298.9,310.2,1491,45.1,101,0,0,0,0,0,0,1,21.878508818553172,63.999377472704865
1463,L48642,L,298.9,310.2,1706,27.6,103,0,0,0,0,0,0,1,26.954883713569874,51.440068528466675
1464,L48643,L,298.8,310.1,1607,39.5,105,0,0,0,0,0,0,1,23.7473977289535,70.7415335944477
1465,L48644,L,298.8,310.0,1412,46.3,107,0,0,0,0,0,0,1,25.097382750976386,71.67715514019005
1466,L48645,L,298.7,309.8,1546,40.9,109,0,0,0,0,0,0,1,30.94289202210305,73.35870666762233
1467,L48646,L,298.7,309.8,1365,50.5,111,0,0,0,0,0,0,1,36.34952252175703,85.2412082695358
1468,L48647,L,298.6,309.8,1544,30.2,113,0,0,0,0,0,0,1,29.973357649114906,65.44219045712296
1469,M16328,M,298.6,309.8,1419,44.9,115,0,0,0,0,0,0,2,22.020584689824076,65.76402565519612
1470,L48649,L,298.6,309.8,1497,41.6,118,0,0,0,0,0,0,1,30.223013341100703,53.027612812063026
1471,L48650,L,298.5,309.7,1437,42.6,120,0,0,0,0,0,0,1,33.98315743322826,84.3410607996148
1472,L48651,L,298.5,309.6,1421,53.6,122,0,0,0,0,0,0,1,24.95108547840309,78.3913045699792
1473,M16332,M,298.5,309.6,1438,44.5,124,0,0,0,0,0,0,2,27.32991416663541,67.4712556346894
1474,M16333,M,298.5,309.5,1315,48.9,127,0,0,0,0,0,0,2,28.073440973645987,85.25944894586773
1475,M16334,M,298.5,309.5,1366,61.9,130,0,0,0,0,0,0,2,24.075508434588798,76.86788746134386
1476,M16335,M,298.4,309.5,1519,35.4,133,0,0,0,0,0,0,2,31.241402169219295,73.46224729352699
1477,L48656,L,298.4,309.5,1692,28.3,136,0,0,0,0,0,0,1,27.395259256961094,75.56622718305633
1478,L48657,L,298.3,309.4,1570,35.6,138,0,0,0,0,0,0,1,30.097662219535138,81.81740626335282
1479,L48658,L,298.3,309.4,1568,35.8,140,0,0,0,0,0,0,1,23.562539110989498,83.00013022872997
1480,L48659,L,298.2,309.3,1355,43.8,142,0,0,0,0,0,0,1,25.812708498382946,64.44789095703585
1481,M16340,M,298.2,309.3,2056,18.7,144,0,0,0,0,0,0,2,31.611906789138857,57.03716816955766
1482,M16341,M,298.2,309.2,1332,60.2,147,0,0,0,0,0,0,2,26.135834239541165,57.831709059525934
1483,M16342,M,298.1,309.1,1448,52.5,150,0,0,0,0,0,0,2,36.63481925616703,81.96954429515009
1484,L48663,L,298.0,308.9,1578,35.6,153,0,0,0,0,0,0,1,26.001819071926988,93.64366428835629
1485,M16344,M,298.0,309.0,1562,39.2,155,0,0,0,0,0,0,2,29.12342362875943,70.47481391727759
1486,M16345,M,298.1,309.0,1976,19.3,158,0,0,0,0,0,0,2,32.66295415936545,58.476008016473116
1487,M16346,M,298.2,309.2,1524,34.6,161,0,0,0,0,0,0,2,20.908171335334842,87.83012491469273
1488,L48667,L,298.2,309.1,1429,48.5,164,0,0,0,0,0,0,1,19.19595594009612,91.62447372097242
1489,L48668,L,298.2,309.1,1568,36.3,166,0,0,0,0,0,0,1,20.371718427149524,94.02912215604833
1490,M16349,M,298.2,309.0,1723,26.6,168,0,0,0,0,0,0,2,34.31292051713591,80.34157144568667
1491,L48670,L,298.2,309.0,1341,43.8,171,0,0,0,0,0,0,1,25.240709270537767,93.03642796940423
1492,M16351,M,298.1,308.9,1353,46.2,173,0,0,0,0,0,0,2,40.79099642834126,50.770747922420384
1493,M16352,M,298.0,308.7,1479,58.5,176,1,0,0,1,0,0,2,25.178762006713058,55.36179008847618
1494,L48673,L,298.0,308.8,1496,44.9,179,0,0,0,0,0,0,1,28.922756515985185,54.62880335260494
1495,M16354,M,298.0,308.7,1377,48.5,181,0,0,0,0,0,0,2,35.71054976283938,85.63023421273665
1496,H30909,H,297.9,308.5,1383,44.6,184,0,0,0,0,0,0,0,38.03046444079561,53.47908917717895
1497,L48676,L,298.0,308.7,1268,69.4,189,1,0,0,1,1,0,1,38.30751788318199,74.81821862331535
1498,L48677,L,298.0,308.7,1629,34.3,191,0,0,0,0,0,0,1,34.04183115296571,73.63534493181446
1499,L48678,L,298.0,308.8,1790,27.2,193,0,0,0,0,0,0,1,33.12031262905731,65.53517617791205
1500,M16359,M,298.1,308.8,2206,16.3,195,0,0,0,0,0,0,2,30.962634746005914,93.52025849710499
1501,M16360,M,298.0,308.7,2101,17.4,198,0,0,0,0,0,0,2,31.89180538083319,58.5216600939998
1502,M16361,M,298.0,308.7,1436,48.2,201,0,0,0,0,0,0,2,25.244071418357333,67.62313921996198
1503,L48682,L,298.0,308.7,1462,48.2,204,0,0,0,0,0,0,1,23.909005582888465,88.70857500114646
1504,L48683,L,298.0,308.7,1771,26.2,206,0,0,0,0,0,0,1,27.98312771294524,51.52111571966421
1505,L48684,L,298.0,308.7,1506,47.0,208,0,0,0,0,0,0,1,27.149076887375358,83.64752001231844
1506,L48685,L,298.0,308.7,1626,36.7,210,0,0,0,0,0,0,1,25.733859753363625,90.81988631807853
1507,L48686,L,298.0,308.8,1610,33.7,212,0,0,0,0,0,0,1,31.481937237283578,96.61339194190836
1508,M16367,M,298.0,308.6,1376,55.7,214,0,0,0,0,0,0,2,32.77652604285255,93.81483202457424
1509,M16368,M,298.0,308.6,1507,37.3,217,0,0,0,0,0,0,2,28.442034431459238,65.96920584168426
1510,L48689,L,298.0,308.5,1429,37.7,220,1,1,0,0,0,0,1,35.38765040527631,79.31820706614764
1511,M16370,M,298.1,308.7,1547,38.9,0,0,0,0,0,0,0,2,22.291554429332475,53.864674657523295
